,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,sales_2019,new_fund_2019,total_sales,Channel_Asset Manager,Channel_Bank/Trust,Channel_Discount,Channel_Dual,Channel_Fee-Based Adviser,Channel_Independent Dealer,Channel_International Outlet,Channel_Low/Non Producer,Channel_National Broker-Dealer,Channel_Networker,Channel_Private Client Group,Sub channel_Affiliated,Sub channel_DCIO,Sub channel_Global,Sub channel_IBD,Sub channel_NACS,Sub channel_Other,Sub channel_RIA,Sub channel_USBT
7611,1.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,39181.18,-13653.32,-12975.84,0.0,323405.77,0.0,39181.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7612,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2364.555,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7613,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,-1300.0,-170509.58,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41601.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7615,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20946.84,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7616,0.0,42.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,8.0,2.0,1398213.702197,0.0,0.0,-625.0,-364860.56780300004,0.0,223.6443,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7617,6.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,68712.27,3738.0,22518.29,0.0,-4360.5,1.0,51794.0,0.0,26256.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7618,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3678.38,6363.42,0.0,0.0,2.0,3678.38,0.0,10041.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7620,51.0,38.0,6.0,4.0,6.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,10.0,4.0,1103841.29078,9095.8188,356624.167238,0.0,-172781.996156,3.0,316346.49398,4.0,365719.98603800003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7622,73.0,75.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,6.0,3.0,653272.665875,28225.0,101431.0,-14213.34,-104691.4025,0.0,121699.725,0.0,129656.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7623,0.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4500.0,-34000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7624,0.0,29.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,795570.805,0.0,0.0,0.0,-131151.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1628000.03,0.0,0.0,0.0,0.0,0.0,74305.07,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7628,18.0,54.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,220449.13,95000.0,200685.405,-35983.645,-71376.535,1.0,172284.61,0.0,295685.405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7629,23.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,8.0,4.0,439561.59696099994,90914.49285499999,96655.9275,-31799.323394,-0.07,9.0,648980.467694,8.0,187570.420355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,42152.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7631,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9806.22,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7632,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-598.28,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7633,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,189146.28,0.0,191.35,0.0,-26204.31,0.0,0.0,0.0,191.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7635,57.0,24.0,12.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,625394.756776,187.495,513442.35,-1555.51,-95685.10428500001,0.0,1605828.75,0.0,513629.845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,133650.0,0.0,7711.0,0.0,0.0,0.0,7175.0,1.0,7711.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.8,0.0,0.0,0.0,0.0,0.0,1808.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7638,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,400.59,9339.55,0.0,-18094.0,2.0,11709.12,0.0,9740.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40964.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7640,2.0,7.0,1.0,4.0,2.0,7.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,450169.01,0.0,15989.84,0.0,-615097.84,0.0,0.0,0.0,15989.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,468707.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,42297.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.5,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7647,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,25275.782169,3999.6,3935.469747,0.0,-979.8420060000001,0.0,10198.98,0.0,7935.069747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7648,39.0,64.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,83.63,108622.59,-30783.62,-98175.74,2.0,1435.86,0.0,108706.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7650,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10638.12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7652,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5871.89,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,897510.832114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7656,7.0,38.0,7.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,21800057.28,9639535.0,4664667.0,0.0,-1061791.97,1.0,13227101.24,0.0,14304202.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7657,91.0,77.0,19.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,324165.73,6998.0,518232.81,-8965.61,-134536.0,1.0,156639.0,0.0,525230.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7658,15.0,48.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,41717.611155,-5512.998645000001,-290523.968031,0.0,772.092783,0.0,41717.611155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7659,7.0,19.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,7.0,3.0,826958.36,87.0,8949.0,0.0,-76842.13,0.0,443381.0,0.0,9036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7660,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11163.27,0.0,236.43,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7661,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-77003.59,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7663,24.0,9.0,5.0,0.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,190305.46,41458.34,169008.52,-7184.17,-12977.23,3.0,56257.19,1.0,210466.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12544.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7666,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,92094.07,2384.38,2384.38,0.0,0.0,0.0,33890.56,4.0,4768.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7667,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-45000.0,0.0,38062.5,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7668,64.0,12.0,36.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1981097.835,50750.0,1234200.0,-318591.56,-172555.105,0.0,484547.445,0.0,1284950.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7669,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,9000.13,0.0,0.0,0.0,-80008.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,140841.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7671,85.0,170.0,14.0,14.0,10.0,13.0,6.0,7.0,3.0,3.0,3.0,2.0,11.0,3.0,3136229.235,206740.965,1599831.51,-32236.84,-344452.875,2.0,1077818.015,0.0,1806572.475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7672,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,2418.5,0.0,-919.27,1.0,2190745.28,12.0,2618.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,62441.87,0.0,1386.0,0.0,0.0,0.0,0.0,0.0,1386.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14177.2,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7676,36.0,158.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,0.0,10353.17,51371.64,-3088.325,-108356.135,2.0,28728.88,0.0,61724.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7679,13.0,22.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,28760.87,0.0,-108809.6,0.0,0.0,0.0,28760.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,867890.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,266454.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3847.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83500.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7685,59.0,87.0,6.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,179538.355,0.0,272599.585,-681.43,-74585.31,2.0,78239.36,0.0,272599.585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7686,24.0,1.0,16.0,1.0,6.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,490169.15,261800.0,335000.0,0.0,-29481.64,3.0,395300.0,1.0,596800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7687,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,36275.5,0.0,0.0,0.0,-2172.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7688,93.0,61.0,4.0,8.0,6.0,6.0,2.0,5.0,3.0,3.0,2.0,3.0,8.0,3.0,432890.605,6458.36,170153.795,-8828.43,-365975.175,0.0,178446.08,1.0,176612.155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11065.308324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7690,164.0,141.0,35.0,4.0,12.0,12.0,6.0,4.0,3.0,3.0,3.0,3.0,17.0,5.0,2594451.68,1677291.53,1300628.82,-42581.16,-282275.56,10.0,3575736.1682800003,7.0,2977920.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,35711.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7692,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-366.71,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7693,0.0,27.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,-995911.156,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7694,9.0,7.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,139520.937723,0.0,90622.060221,0.0,-100071.178548,0.0,0.0,0.0,90622.060221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7696,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,363316.29,0.0,25577.42,0.0,0.0,0.0,199000.0,1.0,25577.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7698,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,-229.58,0.0,-89149.98,0.0,0.0,0.0,-229.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7701,23.0,11.0,4.0,0.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,505928.74,395022.0,135025.0,-4475.47,-19642.79,2.0,609460.0,0.0,530047.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7702,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,28180.0,0.0,-5131.0,1.0,27047.0,0.0,28180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7703,10.0,8.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,2625.2,112675.88,0.0,-80829.52,1.0,65329.1,0.0,115301.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7705,3.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,14363.99,0.0,23502.08,-770.23,-4663.97,1.0,0.0,0.0,23502.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7708,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,832.14,0.0,7986.12,0.0,0.0,0.0,9428.27,0.0,7986.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
